pk_text,firstLine,textTitle,refrainFirstLine,languages,authors_1,authors_2,authors_3,authors_4,meter,textAuthNumber,textSources
246,"You're starting my boy on life's journey","","Have courage, to say no",,"Ray Palmer","",,,,youre_starting_my_boy_on_lifes_journey,""
247,"O bread to pilgrims given","","",English,"Ray Palmer","Unknown",,,7.6.7.6 D,o_bread_to_pilgrims_given,""
248,"O Christ, our King, Creator, Lord","O Christ, Our King, Creator, Lord","",English,"Gregory the Great","Ray Palmer",,,8.8.8.8,o_christ_our_king_creator_lord,""
249,"Praise ye Jehovah, praise the Lord most holy (Campbell)","","",,"Margaret C. M. Campbell","",,,,praise_ye_jehovah_praise_the_lord_most_h,""
250,"Bis die Stunde kommt heran","","",,"Paul E. Layritz","",,,,bis_die_stunde_kommt_heran,""
251,"O großes Evangelium!","","",,"Paul E. Layritz","",,,,o_grosses_evangelium,""
252,"Ah Jesus, the merit","Ah Jesus, the merit","",German; English,"Catherine Winkworth","Layritz",,,,ah_jesus_the_merit,""
253,"Darkly rose the guilty morning","","",,"Joseph Anstice","",,,,darkly_rose_the_guilty_morning,""
254,"Father, by thy love and power","","",,"Joseph Anstice","",,,,father_by_thy_love_and_power,""
255,"How dare we pray thee dwell within","","",,"Joseph Anstice","",,,,how_dare_we_pray_thee_dwell_within,""
256,"Lord, by Thee in safety borne","","",,"Joseph Anstice","",,,,lord_by_thee_in_safety_borne,""
257,"Lord, in thy kingdom there shall be","","",,"Joseph Anstice","",,,,lord_in_thy_kingdom_there_shall_be,""
258,"Lord, Thou in all things like wast made","","",English,"Joseph Anstice","",,,8.6.8.6,lord_thou_in_all_things_like_wast_made,""
259,"O Lord, how happy should I be","","",,"Joseph Anstice","",,,,o_lord_how_happy_should_i_be,""
260,"O Lord, how happy should we be","","",English,"Joseph Anstice","",,,8.8.6.8.8.6,o_lord_how_happy_should_we_be,""
261,"O Lord, refresh Thy flock","","",,"Joseph Anstice","",,,,o_lord_refresh_thy_flock,""
262,"O Son of man, thyself has proved","","",,"Joseph Anstice","",,,,o_son_of_man_thyself_has_proved,""
263,"Sweet is the Spirit's strain","","",,"Joseph Anstice","",,,,sweet_is_the_spirits_strain,""
264,"The Son of David bowed to die","","",English,"Joseph Anstice","",,,8.7.8.7.7.7,the_son_of_david_bowed_to_die,""
265,"The son of earth his splendor's pride","Everlasting hope","",,"Joseph Anstice","",,,,the_son_of_earth_his_splendors_pride,""
266,"Thou the cup of death didst drain","","",,"Joseph Anstice","",,,,thou_the_cup_of_death_didst_drain,""
267,"When came in flesh the Incarnate Word","","",,"Joseph Anstice","",,,,when_came_in_flesh_the_incarnate_word,""
268,"When thou O Lord in flesh wert drest","","",,"Joseph Anstice","",,,,when_thou_o_lord_in_flesh_wert_drest,""
269,"Why should such sorrow come","","",,"Stephen Greenleaf Bulfinch","",,,,why_should_such_sorrow_come,""
270,"Year passeth after year, O Lord our God","The barren fig tree","",,"Stephen Greenleaf Bulfinch","",,,,year_passeth_after_year_o_lord_our_god,""
271,"Yes, there were some among thy hearers","","",,"Stephen Greenleaf Bulfinch","",,,,yes_there_were_some_among_thy_hearers,""
272,"The moon and planets, while they run","","",,"E. L. White","",,,,the_moon_and_planets_while_they_run,""
273,"All are not taken, there are left behind","","",,"Elizabeth Barrett Browning","",,,,all_are_not_taken_there_are_left_behind,""
274,"By anguish which made pale the sun","","",,"Elizabeth Barrett Browning","",,,,by_anguish_which_made_pale_the_sun,""
275,"God lent him and takes him, you sigh","","",,"Elizabeth Barrett Browning","",,,,god_lent_him_and_takes_him_you_sigh,""
276,"God, named Love, whose fount thou art","","",,"Elizabeth Barrett Browning","",,,,god_named_love_whose_fount_thou_art,""
277,"How high thou art, our songs can own","","",,"Elizabeth Barrett Browning","",,,,how_high_thou_art_our_songs_can_own,""
278,"Of all the thoughts of God that are","","",,"Elizabeth Barrett Browning","",,,,of_all_the_thoughts_of_god_that_are,""
279,"Poor earth, poor heart, too weak, too weak","","",,"Elizabeth Barrett Browning","",,,,poor_earth_poor_heart_too_weak_too_weak,""
280,"Since without thee we do no good","","",,"Elizabeth Barrett Browning","",,,,since_without_thee_we_do_no_good,""
281,"Speak to me, O my Savior, low and sweet","","",,"Elizabeth Barrett Browning","",,,,speak_to_me_o_my_savior_low_and_sweet,""
282,"What would we give to our beloved","","",,"Elizabeth Barrett Browning","",,,,what_would_we_give_to_our_beloved,""
283,"When Jesus' friend had ceased to be","","",,"Elizabeth Barrett Browning","",,,,when_jesus_friend_had_ceased_to_be,""
284,"Some trust their chariots' wedged array","","",,"Burgess","",,,,some_trust_their_chariots_wedged_array,""
285,"Father, who the light this day","Father, Who the Light This Day","",English,"J. A. Elliot","",,,7.7.7.7.7.7,father_who_the_light_this_day,""
286,"For the spirit confused","","",,"Giuseppe Giusti","W. D. Howells",,,,for_the_spirit_confused,""
287,"How happy is his part","","",,"George Burgess","",,,,how_happy_is_his_part,""
288,"Lord, I am not proud in heart","","",,"George Burgess","",,,,lord_i_am_not_proud_in_heart,""
289,"Lord, in thy name we spread the sail","","",,"George Burgess","",,,,lord_in_thy_name_we_spread_the_sail,""
290,"Angels holy","","",English,"John Stuart Blackie","",,,4.4.7.8.8.7,angels_holy_high_and_lowly,""
291,"O ye that serve the Lord of light","","",,"George Burgess","",,,,o_ye_that_serve_the_lord_of_light,""
292,"A triple health to friendship, science, art","Friendship, science, art","",,"Oliver Wendell Holmes","",,,,a_triple_health_to_friendship_science_ar,""
293,"Angel of peace, thou hast wandered too long","","",,"Oliver Wendell Holmes","",,,,angel_of_peace_thou_hast_wandered_too_lo,""
294,"Behold not him we knew","","",,"Oliver Wendell Holmes","",,,,behold_not_him_we_knew,""
295,"Cydlawenhawn wrth gofio Duw","","",,"Oliver Wendell Holmes","",,,,cydlawenhawn_wrth_gofio_duw,""
296,"Father of all life, near and far","","",,"Oliver Wendell Holmes","",,,,father_of_all_life_near_and_far,""
297,"Father of mercies, heavenly Friend","","",,"Oliver Wendell Holmes","",,,,father_of_mercies_heavenly_friend,""
298,"God bless our fathers' land","","",,"Oliver Wendell Holmes","",,,,god_bless_our_fathers_land,""
299,"Land where the banners wave last in the sun","","",,"Oliver Wendell Holmes","",,,,land_where_the_banners_wave_last_in_the_,""
300,"Lord of all life, below, above","","",,"Oliver Wendell Holmes","",,,,lord_of_all_life_below_above,""
301,"Not charity we ask","","",,"Oliver Wendell Holmes","",,,,not_charity_we_ask,""
302,"Not in the world of light alone","","",,"Oliver Wendell Holmes","",,,,not_in_the_world_of_light_alone,""
303,"O Lord of hosts! Almighty King!","O Lord of hosts! Almighty King!","",,"Oliver Wendell Holmes","",,,8.8.8.8,o_lord_of_hosts_almighty_king,""
304,"O Love divine, that stooped to share","O Love divine, that stooped to share","",,"Oliver Wendell Holmes","",,,8.8.8.8,o_love_divine_that_stooped_to_share,""
305,"Our Father, while our hearts unlearn","","",,"Oliver Wendell Holmes","",,,,our_father_while_our_hearts_unlearn,""
306,"Soon shall the slumbering morn awake","","",,"Oliver Wendell Holmes","",,,,soon_shall_the_slumbering_morn_awake,""
307,"Sun of our life, thy quickening ray","","",,"Oliver Wendell Holmes","",,,,sun_of_our_life_thy_quickening_ray,""
308,"Sun of our life, thy wakening ray","","",,"Oliver Wendell Holmes","",,,,sun_of_our_life_thy_wakening_ray,""
309,"The waves unbuild the wasting shore","","",,"Oliver Wendell Holmes","",,,,the_waves_unbuild_the_wasting_shore,""
310,"This is the ship of pearl, which, poets feign","","The chambered nautilus",,"Oliver Wendell Holmes","",,,,this_is_the_ship_of_pearl_which_poets_fe,""
311,"Thou gracious Power, whose mercy lends","","",English,"Oliver Wendell Holmes","",,,8.8.8.8,thou_gracious_power_whose_mercy_lends,""
312,"Though scattered far the flock may stray","","",,"Oliver Wendell Holmes","",,,,though_scattered_far_the_flock_may_stray,""
313,"We trust and fear, we question and believe","","",,"Oliver Wendell Holmes","",,,,we_trust_and_fear_we_question_and_believ,""
314,"What flower is this that greets","","Then hail, the banner",,"Oliver Wendell Holmes","",,,,what_flower_is_this_that_greets,""
315,"Who is the Shepherd sent to lead","","",,"Oliver Wendell Holmes","",,,,who_is_the_shepherd_sent_to_lead,""
316,"Forever we would gaze on thee","","",,"Allen W. Chatfield","",,,,forever_we_would_gaze_on_thee,""
317,"Glory to God in the highest shall be our song","","",,"Allen W. Chatfield","",,,,glory_to_god_in_the_highest_shall_be_our,""
318,"O Thou, the King of saints, all-conquering Word","O Thou, the King of saints, all-conquering Word","",English,"Allen W. Chatfield","Clement of Alexandria",,,,o_thou_the_king_of_saints_allconquering_,""
319,"And now again at night","And now again at night","",English,"Allen W. Chatfield","Gregory Nazianzen",,,,and_now_again_at_night,""
320,"For by what other name","For by what other name","",English,"Allen W. Chatfield","Gregory Nazianzen",,,,for_by_what_other_name,""
321,"O bride of Christ on high","O bride of Christ on high","",English,"Allen W. Chatfield","Gregory Nazianzen",,,,o_bride_of_christ_on_high,""
322,"O Christ the King! since breath pent up so long","O Christ the King! since breath pent up so long","",English,"Allen W. Chatfield","Gregory Nazianzen",,,,o_christ_the_king_since_breath_pent_up,""
323,"O soul of mine, repining","O soul of mine, repining","",Greek; English,"Allen W. Chatfield","Gregory Nazianzen",,,,o_soul_of_mine_repining,""
324,"O Thou, the One Supreme","O Thou, the One Supreme","",English,"Allen W. Chatfield","Gregory Nazianzen",,,,o_thou_the_one_supreme_o_thou_the,""
325,"O Thou, the Word of truth divine!","O Thou, the Word of truth divine!","",,"Allen W. Chatfield","Gregory Nazianzen",,,,o_thou_the_word_of_truth_divine,""
326,"'Tis dawn: to God I lift my hand","'Tis dawn: to God I lift my hand","",,"Allen W. Chatfield","Gregory Nazianzen",,,,tis_dawn_to_god_i_lift_my_hand,""
327,"The Bridegroom cometh! overhead","The Bridegroom cometh! overhead","",English,"Allen W. Chatfield","Methodius",,,,the_bridegroom_cometh_overhead,""
328,"Again we hail the opening morn","Again we hail the opening morn","",English,"Allen W. Chatfield","Synesius",,,,again_we_hail_the_opening_morn,""
329,"I first invented in Thy praise","I first invented in Thy praise","",Greek; English,"Allen W. Chatfield","Synesius",,,,i_first_invented_in_thy_praise,""
330,"Lift up thyself, my soul","Lift up thyself, my soul","",Greek; English,"Allen W. Chatfield","Synesius",,,,lift_up_thyself_my_soul,""
331,"O! 'Tis no theme of common things","O! 'Tis no theme of common things","",English,"Allen W. Chatfield","Synesius",,,,o_tis_no_theme_of_common_things,""
332,"Thee, with the holy self-sprung Fount, we sing","Thee, with the holy self-sprung Fount, we sing","",English,"Allen W. Chatfield","Synesius",,,,thee_with_the_holy_self_sprung_fount_we_,""
333,"To Thee at evening gray","To Thee at evening gray","",English,"Allen W. Chatfield","Synesius",,,,to_thee_at_evening_gray,""
334,"To Thee, much loved, be honour paid","To Thee, much loved, be honour paid","",Greek; English,"Allen W. Chatfield","Synesius",,,,to_thee_much_loved_be_honour_paid,""
335,"Wake, wake, I pray thee, shrill-toned lyre!","Wake, wake, I pray thee, shrill-toned lyre!","",Greek; English,"Allen W. Chatfield","Synesius",,,,wake_wake_i_pray_thee_shrilltoned_lyre,""
336,"Awake, our lute, the child to sing","Awake, our lute, the child to sing","",Greek; English,"Allen W. Chatfield","Synesius",,,,awake_our_lute_the_child_to_sing,""
337,"Glory to God in the highest, and upon earth peace","Glory to God in the highest, and upon earth peace","",English,"Allen W. Chatfield","Unknown",,,,glory_to_god_in_the_highest_and_upon_ear,""
338,"Praise the Lord O ye his servants","Praise the Lord O ye his servants","",English,"Allen W. Chatfield","Unknown",,,,praise_the_lord_o_ye_his_servants,""
339,"Propitious Light of holy glory","Propitious Light of holy glory","",English,"Allen W. Chatfield","Unknown",,,,propitious_light_of_holy_glory,""
340,"The first Eternal Mind was law to all","The first Eternal Mind was law to all","",English,"Allen W. Chatfield","Unknown",,,,the_first_eternal_mind_was_law_to_all,""
341,"Thou art blessed, O Lord, who nourishest me from my youth","Thou art blessed, O Lord, who nourishest me from my youth","",English,"Allen W. Chatfield","Unknown",,,,thou_art_blessed_o_lord_who_nourishest_m,""
342,"Thou sore-oppress'd","Thou sore-oppress'd","",German; English,"Catherine Winkworth","Viktor Strauss",,,,thou_sore_oppressed_the_sabbath_rest,""
343,"Sinners are bending low at the throne","","",,"Robert Turnbull","",,,,sinners_are_bending_low_at_the_throne,""
344,"There is a place of sacred rest","","",,"Robert Turnbull","",,,,there_is_a_place_of_sacred_rest,""
345,"Lord of all being, throned afar","Lord of all being, throned afar","",English,"Oliver Wendell Holmes","",,,8.8.8.8,lord_of_all_being_throned_afar,""
346,"Allf la puerta franca estß","","O, cuanto me ama Dios a mf",,"Lydia Baxter","",,,,allf_la_puerta_franca_est,""
347,"Banish each worldy thought","","",,"Lydia Baxter","",,,,banish_each_worldy_thought,""
348,"Because he has inclined his ear","","",,"Lydia Baxter","",,,,because_he_has_inclined_his_ear,""
349,"Brother, there are precious treasures","","Seek them, brother, seek them",,"Lydia Baxter","",,,,brother_there_are_precious_treasures,""
350,"Cast the net again, my brother","","Jesus waits upon the shore",,"Lydia Baxter","",,,,cast_the_net_again_my_brother,""
351,"Christ saw the sinner stand","","",,"Lydia Baxter","",,,,christ_saw_the_sinner_stand,""
352,"Come, let us learn to sing","","Faw mi law sol faw law sol faw",,"Lydia Baxter","",,,,come_let_us_learn_to_sing,""
353,"Darkly rose the guilty morning","","",,"Joseph Anstice","",,,,darkly_rose_the_guilty_morning,""
354,"Father, by thy love and power","","",,"Joseph Anstice","",,,,father_by_thy_love_and_power,""
355,"How dare we pray thee dwell within","","",,"Joseph Anstice","",,,,how_dare_we_pray_thee_dwell_within,""
356,"Lord, by Thee in safety borne","","",,"Joseph Anstice","",,,,lord_by_thee_in_safety_borne,""
357,"Lord, in thy kingdom there shall be","","",,"Joseph Anstice","",,,,lord_in_thy_kingdom_there_shall_be,""
358,"Lord, Thou in all things like wast made","","",English,"Joseph Anstice","",,,8.6.8.6,lord_thou_in_all_things_like_wast_made,""
359,"O Lord, how happy should I be","","",,"Joseph Anstice","",,,,o_lord_how_happy_should_i_be,""
360,"O Lord, how happy should we be","","",English,"Joseph Anstice","",,,8.8.6.8.8.6,o_lord_how_happy_should_we_be,""
361,"O Lord, refresh Thy flock","","",,"Joseph Anstice","",,,,o_lord_refresh_thy_flock,""
362,"O Son of man, thyself has proved","","",,"Joseph Anstice","",,,,o_son_of_man_thyself_has_proved,""
363,"Sweet is the Spirit's strain","","",,"Joseph Anstice","",,,,sweet_is_the_spirits_strain,""
364,"The Son of David bowed to die","","",English,"Joseph Anstice","",,,8.7.8.7.7.7,the_son_of_david_bowed_to_die,""
365,"The son of earth his splendor's pride","Everlasting hope","",,"Joseph Anstice","",,,,the_son_of_earth_his_splendors_pride,""
366,"Thou the cup of death didst drain","","",,"Joseph Anstice","",,,,thou_the_cup_of_death_didst_drain,""
367,"When came in flesh the Incarnate Word","","",,"Joseph Anstice","",,,,when_came_in_flesh_the_incarnate_word,""
368,"When thou O Lord in flesh wert drest","","",,"Joseph Anstice","",,,,when_thou_o_lord_in_flesh_wert_drest,""
369,"As the good shpeherd leads his sheep","","",,"John Taylor","",,,,as_the_good_shpeherd_leads_his_sheep,""
370,"At the portals of thy house","","",,"John Taylor","",,,,at_the_portals_of_thy_house,""
371,"Come, ye young, and do not spurn","","",,"John Taylor","",,,,come_ye_young_and_do_not_spurn,""
372,"Exulting, rejoicing, hail the happy morning","","",,"John Taylor","",,,,exulting_rejoicing_hail_the_happy_mornin,""
373,"Father divine, before thy view","","",,"John Taylor","",,,,father_divine_before_thy_view,""
374,"Father of our feeble race","","",,"John Taylor","",,,,father_of_our_feeble_race,""
375,"Go, ye messengers of glory","","",,"John Taylor","",,,,go_ye_messengers_of_glory,""
376,"God of mercy, God of love [grace], Hear","","",,"John Taylor","",,,,god_of_mercy_god_of_love_hear_our_sad,""
377,"God's own chariot's coming in the morning","When God's chariot comes","I'll roll",,"John Taylor","",,,,gods_own_chariots_coming_in_the_morning,""
378,"I am sailing on life's ocean wide","I want to feel thee near","",,"John Taylor","",,,,i_am_sailing_on_lifes_ocean_wide,""
379,"I have started on a journey and I feel like going on","Going home to be with Jesus","",,"John Taylor","",,,,i_have_started_on_a_journey_and_i_feel_l,""
380,"I once was very lonely","Sweetest story","O glory, my Savior came to me",,"John Taylor","",,,,i_once_was_very_lonely,""
381,"Like shadows gliding o'er the plain","","",,"John Taylor","",,,,like_shadows_gliding_oer_the_plain,""
382,"Lord, what offering shall we bring","","",,"John Taylor","",,,,lord_what_offering_shall_we_bring,""
383,"O give me back my Prophet dear","","",,"John Taylor","",,,,o_give_me_back_my_prophet_dear,""
384,"O how delightful is the road","","",,"John Taylor","",,,,o_how_delightful_is_the_road,""
385,"O sing to the Lord a new song","","",,"John Taylor","",,,,o_sing_to_the_lord_a_new_song,""
386,"O the star of the east","","Lovely star",,"John Taylor","",,,,o_the_star_of_the_east,""
387,"O ye, who seek Jehovah's face","","",,"John Taylor","",,,,o_ye_who_seek_jehovahs_face,""
388,"Prepare the appointed herald cried","","",,"John Taylor","",,,,prepare_the_appointed_herald_cried,""
389,"Raise your voice, and joyful sing","","",,"John Taylor","",,,,raise_your_voice_and_joyful_sing,""
