hymnalID,"hymnalTitle","editors","publisher",publicationState 1,"publicationState 2",publicationDate,"denominations",tags
PDNE1808,"Psalms of David, a New Edition","I. Watts; Timothy Dwight; Hudson & Goodwin","Hudson & Goodwin",New Haven,"CT",1808,"Congregational Christian Churches, 1931-",
BCSD1808,"The Boston Collection of Sacred and Devotional Hymns: intended to accommodate Christians on special and stated occasions","Manning and Loring","Manning and Loring",Boston,"Mass.",1808,"",
MPHB1808,"The Methodist Pocket Hymn Book. 35th ed.","John Wilson & Daniel Hitt","John Wilson & Daniel Hitt",New York,"N.Y.",1808,"Methodist hymnals (general)",
MCCM1808,"The Middlesex Collection of Church Music: or, ancient psalmody revived: containing a variety of psalm tunes, the most suitable to be used in divine service (2nd ed. rev. cor. and enl.)","Manning & Loring","Manning & Loring (Printer)",Boston,"",1808,"",Has Music
PoDN1808,"The Psalms of David ... New ed.","T. Dwight; Hudson and Goodwin","Hudson and Goodwin",New Haven,"CT",1808,"Congregational Christian Churches, 1931-",
CHOS1809,"A Collection of Hymns, Original and Select, for the Use of Small Assemblies and Private Christians","Nathaniel Prime; Alden Spooner","Alden Spooner",Sag Harbor,"Me.",1809,"",
SHSS1809,"A Selection of Hymns and Spiritual Songs: designed (especially the former part) for the use of congregations as an appendix to Dr. Watt's Psalms and Hymn","William Parkinson; D. & G. Bruce for John Tiebout","D. & G. Bruce (printer) for John Tiebout",New York,"",1809,"Baptist hymnals (general)",
HSSD1809,"Hymns and Spiritual Songs on Different Subjects","Stevens; Steele","Steele",New York,"N.Y.",1809,"",
WISH1809,"Wiatt's Impartial Selection of Hymns and Spiritual Songs from various authors on a variety of useful and entertaining subjects...","Solomon Wiatt; S. Wiatt","S. Wiatt",Philadelphia,"",1809,"",
NSSH1810,"A New Selection of Seven Hundred Evangelical Hymns ... intended as a        Supplement to Dr. Watts's Psalms and Tunes","John Dobell; Peter A. Johnson","Peter A. Johnson",Morristown,"",1810,"",
HCDA1810,"Hymns, Composed by Different Authors, at the Request of the General        Convention of Universalists. 2nd ed.","Samuel T. Armstrong","Samuel T. Armstrong",Charlestown,"Mass.",1810,"Universalist Church of America",
HIMA1810,"Hymns for Infant Minds. Armstrong's 2nd ed.","Ann Gilbert; Jane Taylor; Samuel T. Armstrong","Samuel T. Armstrong",Boston,"Mass.",1810,"",
HSH31810,"The Hartford Selection of Hymns from the most approved authors to which are added, a number never before published.","Nathan Strong; Abel Flint; Joseph Steward; Peter B. Gleason","Peter B. Gleason",Hartford,"Conn.",1810,"Congregational Churches",
CHUC1811,"A Collection of Hymns for the Use of Christians. (4th ed.)","Elias Smith; Herald Printing Office and Bookstore","Herald Printing Office and Bookstore",Portland,"Me.",1811,"New England Christians",
CPHF1811,"A Collection of Psalms and Hymns: from various authors, chiefly designed for public worship (4th ed.)","John Fawcett","Printed by B. Scott",Carlisle [England],"",1811,"",Has Music
GSNM1811,"A General Selection of the Newest and Most Admired Hymns and Spiritual Songs Now in Use. 2nd ed.","Stith Mead; Jacob Haas","Jacob Haas",Lynchburg,"Va.",1811,"Methodist hymnals (general)",
SHSS1811,"A Selection of Hymns and Spiritual Songs from the Best Authors","Stark Dupuy; William Gerard","William Gerard",Frankfort,"Ky.",1811,"",
SHVA1811,"A Selection of Hymns from Various Authors, Designed as a Supplement to the Methodist Pocket Hymn Book. 3rd ed.","Daniel Hitt","Daniel Hitt",New York,"N.Y.",1811,"Methodist hymnals (general)",
DKGH1803,"Die Kleine Geistliche Harfe der Kinder Zions: oder auserlesene Geistreiche Gesänge, allen wahren heilsbergierigen Säuglingen der Weisheit, insonderheit aber allen Christlichen Gemeinden des Herrn...","Michael Billmeyer","Micahel Billmeyer",Germantown,"Penn.",1811,"Mennonite Church of North America",Has Music
DHSS1803,"Divine Hymns, or Spiritual Songs: for the use of religious assemblies and private Christians: being formerly a collection (12th ed.)","Joshua Smith","Russell Hubbard",Norwich,"Conn.",1811,"Baptist hymnals (general)",
HSPS1811,"Hymns on Select Passages of Scripture with Others Usually Sung at Camp-Meetings","","Potter",Poughkeepsie,"N.Y.",1811,"",
HSP1811,"Hymns on Select Passages of Scripture with Others Usually Sung at Camp-Meetings","Harper for Lloyd","Harper for Lloyd",Chambersburg,"Penn.",1811,"",
HSDF1811,"Hymns, Suitable for the Devotion of  Families and Churches: selected from various authors","Francis C. Schaffer, M. P.; J. T. Buckingham","J. T. Buckingham",Boston,"",1811,"",Has Music
SAHS1811,"Selection of approved hymns and spiritual songs . . .","","Thomas & Whipple",Newburyport,"",1811,"",No Hymns
LCBS1811,"The Lexington collection: being a selection of hymns, and spiritual songs, from the best authors","","Maccoun, Tilford & Co.",Lexington,"Ky.",1811,"",
MPHB1811,"The Methodist Pocket Hymn Book. Rev.","Daniel Hitt","Daniel Hitt",New York,"N.Y.",1811,"Methodist hymnals (general)",
MO1811,"The Musical Olio","Timothy Olmstead; Samuel Green","Samuel Green",New London,"Conn.",1811,"",
NSHS1812,"A New Selection of Hymns; designed for the use of conference meetings, private circles, and congregations, as a supplement to Dr. Watts' Psalms and Hymns","William Collier, A. M.; Samuel T. Armstrong","Samuel T. Armstrong (Printer)",Boston,"",1812,"Baptist hymnals (general)",
SSPC1812,"A Selection of Sacred Poetry: consisting of psalms and hymns, from Watts, Doddridge, Merrick, Scott, Cowper, Barbauld, Steele ...compiled for  the use of the Unitarian Church in Philadelphia","Thomas Dobson","Thomas Dobson",Philadelphia,"",1812,"Society of Unitarian Christians, of Philadelphia",
DGSL1810,"Das neu eingerichtete Gesang-buch: bestehend aus einer Sammlung der besten Lieder, zum gebrauch des öffentlichen Deutschen Gottesdienstes', und andern Uebungen zur Gottseligkeit... (2nd aufl.)","Paulus Henkel; Ambrosius Henkel und Comp.","Ambrosius Henkel und Comp.",New-Market,"Penn.",1812,"Lutheran",
HSSC1812,"Hymns and  Spiritual Songs for the use of Christians. 9th ed.","Johnson & Warner","Johnson & Warner",Philadelphia,"Penn.",1812,"Christian Church, General Convention",
HSSD1812,"Hymns and Spirtual Songs on Different Subjects. Book 1 and 2.","Harvey; C. Dodge","C. Dodge",New York,"N.Y.",1812,"",
HOSU1810,"Hymns, Original and  Selected, for the Use of Christians. (5th ed. corr.)","Elias Smith; Abner Jones; Herald Office","Herald Office",Philadelphia,"",1812,"New England Christians",
SPCP1812,"Sacred Poetry: Consisting of Psalms and Hymns, adapted to Christian        Devotion, in Publick and Private. New Ed.","J. Belknap; Thomas & Andrews; West & Blake","Thomas & Andrews / West & Blake",Boston,"Mass.",1812,"",
ESNS1812,"The Evangelical Songster: or, a New Selection of Hymns and Spiritual Songs","W. & J. Gilman","W. & J. Gilman",Newburyport,"Mass.",1812,"",
CHUP1813,"A Collection of Hymns for the Use of the Protestant Church of the United Brethren. Rev. ed.","Conrad Zentler","Conrad Zentler",Philadelphia,"Penn.",1813,"Moravian Church",
CPHP1813,"A Collection of Psalms and Hymns for Publick Worship (2nd ed.)","James Freeman; Manning and Loring","Manning and Loring",Boston,"",1813,"Unitarian Churches",
NSoH1813,"A New Selection of Hymns: compiled from various authors: with a number of original hymns that have never before appeared in print","Wm. Robinson","Wm. Robinson, and Moore and Lake",Trenton,"N.J.",1813,"",
HFWP1813,"Hymns for Family Worship with Prayers for Every Day in the Week, Selected  from Various Authors","John Codman, A. M. ; Samuel T. Armstrong","Samuel T. Armstrong",Boston,"",1813,"",
H4N1813,"Hymns for the Nursery","Sidney's Press","Sidney's Press",New Haven,"Conn.",1813,"",
MPPI1812,"Millennial Praises: containing a collection of gospel hymns, in four parts; adapted to the day of Christ's second appearing","Seth Young Wells; Josiah Tallcott","Josiah Tallcott (printer)",Hancock,"Mass.",1813,"Shakers",
NGBS1813,"Neueingerichtetes Gesang-Buch, enthaltend eine Sammlung (mehrentheils alter) erbaulicher Lieder,  nach den Hauptstücken der christlichen Lehre und Glaubens eingetheilet","Conrad Zentler; Christopher Schultz","Gedruckt bey Conrad Zentler",Philadelphia,"",1813,"Schwenkfelder Church",
LCOS1813,"The Latest collection of original and select hymns and spiritual songs","Free Will Baptists (1780?-1911)","Printed by Largin & Thompson, 1813",New York,"",1813,"",
CSHS1813,"A Choice Selection of Hymns and Spiritual Songs: designed for the use of  the pious","Jonathan Pounder","Jonathan Pounder",Philadelphia,"",1814,"",
CDHV1814,"A Collection of Divine Hymns from Various Authors","George Elliot; J. Tenny","J. Tenny",Sangerfield,"N.Y.",1814,"Free Will Baptists",
CHUP1814,"A Collection of hymns, for the use of the people called Methodists","Wesley, John, 1703-1791","From the Diamond Press, R.W. Pomeroy, Print.",Baltimore,"",1814,"Methodist Church",
CHSS1814,"A Collection of Hymns & Spiritual Songs, for Public and Family Worship","Elisha Battle; Minerva Press by A. Lucas","Minerva Press by A. Lucas",Raleigh,"N.C.",1814,"",
DGBP1797,"Das neue und verbesserte Gesangbuch, worinnen die Psalmen Davids samt iner Sammlung alter und neuer Geistreicher Lieder, sowohl für privat und Hausandachten, als auch für den öffentlichen..(5th Aufl.)","G. und D. Billmeyer","G. und D. Billmeyer",Philadelphia,"",1814,"German Reformed Church of North America",Has Music
DS1814,"Divine Songs","Ebenezer Chase; J. Richardson","J. Richardson",Exeter,"N.H.",1814,"",
ELSG1814,"Erbauliche Lieder-Sammlung zum Gottesdienstlichen Gebrauch in den vereinig-ten evangelisch-lutherischen Gemeinen in Pennsylvania ... 6. Aufl.","Evangelical Lutheran Ministerium of Pennsylvania and Adjacen; G. und D. Billmeyer","G. und D. Billmeyer",Philadelphia,"Penn.",1814,"Lutheran hymnals (general)",
HSSC1814,"Hymns and spiritual songs, composed on various subjects, in a plain style: with the author's experience","Lothrop, Reuel","Printed by I. & W.R. Hill",Concored,"N.H.",1814,"",No Hymns
BHCR1814,"The beauties of harmony: containing the rudiments of music on a new and improved plan; including, with the rules of singing, an explanation of the rules and principles of composition ; together with a","Lewis, Freeman","Cramer, Spear & Eichbaum and Freeman Lewis",Pittspurgh,"",1814,"",No Hymns
PHCC1814,"The Psalms and Hymns: with the catechism, confession of faith and liturgy of the Reformed Dutch Church in North America","John H. Livingston, D.D.S.T.P.; Daniel D. Smith","Daniel D. Smith",New York,"",1814,"Reformed Dutch Church in North America",
NSHC1815,"A New Selection of Hymns: collected from various authors","William Hunt; Printed for the Compiler","Printed for the Compiler",Boston,"",1815,"Christian Church, General Convention",
DNGG1815,"Das Neue Gesangbuch, zum oeffentlichen Gottesdienste, und zur haeuslichen  Andacht. l. Aufl.","Jacob Schnee","Jacob Schnee",Pittsburgh,"Penn.",1815,"Lutheran hymnals (general)",
PS1815,"Pilgrim's Songster","Thomas Spotswood Hinde; Fredonian Press","Fredonian Press",Chillicothe,"Oh.",1815,"",
CHBC1815,"The Christian hymn-book, corrected and enlarged","","Looker and Wallace, Printers",Cincinnati,"",1815,"Christian Churches and Churches of Christ",
CDHS1816,"A Collection of Divine Hymns or Spiritual Songs for the Use of Religious Assemblies, and Private Christians","Seth Richards","Seth Richards",Middletown,"Conn.",1816,"",
CHSS1816,"A Collection of Hymns and Spiritual Songs for the Use of the Pious of      All Denominations","James Wilson, Printer","James Wilson, Printer",Steubenville,"Oh.",1816,"",
CHVA1816,"A Collection of Hymns from Various Authors. New ed.","John Mead Ray; J. Burkitt","J. Burkitt",Sudbury,"Mass.",1816,"",
SCSD1816,"A Select Collection of Songs Designed for the Use of the Pious of Every    Denomination","A. & J. Shirley","A. & J. Shirley",Portland,"Me.?",1816,"",
SHBA1816,"A Selection of Hymns, from the Best Authors, Designed as a Supplement to Dr. Watts' Psalms and Hymns","Archibald Maclay; T. & W. Mercein","T. & W. Mercein",New York,"N.Y.",1816,"",
SHVA1816,"A Selection of Hymns, from Various Authors, Supplementary for the Use of Christians. 1st ed.","John Leibert, Jr.; G. & D. Billmeyer","John Leibert, Jun'r / G. & .D. Billmeyer (printer)",Germantown,"Penn.",1816,"Church of the Brethren",
CHBC1816,"Church Hymn Book: consisting of newly composed hymns with the addition of hymns and psalms, from other authors, carefully adapted for the use of public worship, and many other occasions (1st ed.)","Paul Henkel","Solomon Henkel (Printer)",New Market,"Va.",1816,"German Evangelical Lutheran Synod of Tennessee",
HSAC1816,"Harmonia Sacra: a Compilation of Psalm and Hymn Tunes [from the most celebrated European masters]","Thomas Butts; Flagg & Gould","Flagg & Gould",Andover,"Mass.",1816,"",Has Music
HOSL1816,"Herzens Opfer, eine Sammlung geistreicher Lieder, aus den mehrsten jetzt ueblichen Gesangbuecher ...","Eduard Schaeffer","Eduard Schaeffer",Lancaster,"Penn.",1816,"United Brethren in Christ",
HSS1816,"Hymns and Spiritual Songs (New ed.)","E. Terry","E. Terry",Palmer,"[Mass.]",1816,"",
CHLU1817,"A Collection of Hymns and a Liturgy for the Use of Evangelical Lutheran Churches: to which are added prayers for families and individuals","G. & D. Billmeyer","G. & D. Billmeyer",Philadelphia,"",1817,"Evangelical Lutheran Synod of the State of New York",
SHSS1817,"A Selection of Hymns and Spiritual Songs: in two parts, part I. containing the hymns; part II. containing the songs...(3rd ed. corr. and enl. by author)","William Parkinson, A. M.; John Tiebout","John Tiebout",New York,"",1817,"Baptist",
SHBA1817,"A Selection of Hymns, from the Best Authors","Paul Himes; Jonathan Wilson; Clark and Hunt","Clark and Hunt",Greenfield,"Mass.",1817,"",
CP4P1817,"Christian Psalmody, in Four Parts; containing Dr. Watt's Psalms Abridged; Dr. Watt's Hymns Abridged; Select Hymns from Other Authors; and Select Harmony: together with directions... (2nd. ed.)","Samuel Worcester, D. D.; Samuel T. Armstrong","Samuel T. Armstrong",Boston,"",1817,"",
DSSL1817,"Das Geistliche Saitenspiel: oder, Eine Sammlung auserlesener, erbaulicher, geistreicher Lieder zum Gebrauch aller Gottliebenden Seelen, insonderheit für dei Gemeinen der Evangelischen... (1st Aufl.)","Salomon Miller und Henrich Niebel","Salomon Miller und Henrich Niebel",New-Berlin,"Penn.",1817,"Evangelical Association of North America",
DGGG1817,"Das Gemeinschaftliche Gesangbuch: zum gottesdienstlichen Gebrauch der Lutherischen und Reformirten Gemeinden in Nord-America. (1st.. Aufl)","Schäffer und Maund","Schäffer und Maund",Baltimore,"",1817,"Lutheran",
HSWC1817,"Hymns for social worship: collected from various authors","Wilson, James Patriot, 1769-1830","W.W. Woodward",Philadelphia,"",1817,"Presbyterian Church",
HSWV1817,"Hymns for social worship: collected from various authors","Wilson, James Patriot, 1769-1830","W.W. Woodward",Philadelphia,"",1817,"Presbyterian Church",No Hymns
