hymnalID,hymnalTitle,editors,publisher,publicationPlace,publicationDate,denominations,tags
NCMA1804,"A New Collection of the Most Approved Hymns and Spiritual Songs, Mostly Original, for the Use of Christians of All Denominations","Salmon Hall; Salmon Hall","Salmon Hall","New Bern, N.C.",1804,,
NHSS1876,"A New Hymnal for Sunday Schools","Rev. O. Witherspoon; Martin Taylor","Martin Taylor","Buffalo, N.Y.",1875,"Episcopal Church","Has Music"
NSoH1813,"A New Selection of Hymns: compiled from various authors: with a number of original hymns that have never before appeared in print","Wm. Robinson","Wm. Robinson, and Moore and Lake","Trenton, N.J.",1813,,
NSHS1832,"A New Selection of Hymns and Spiritual Songs: designed for prayer, conference and camp-meetings","N. Haskell","N. Haskell","Woodstock, Vt.",1832,"Methodist Episcopal Church",
NSHC1815,"A New Selection of Hymns: collected from various authors","William Hunt; Printed for the Compiler","Printed for the Compiler",Boston,1815,"Christian Church, General Convention",
NSHS1812,"A New Selection of Hymns; designed for the use of conference meetings, private circles, and congregations, as a supplement to Dr. Watts' Psalms and Hymns","William Collier, A. M.; Samuel T. Armstrong","Samuel T. Armstrong (Printer)",Boston,1812,"Baptist hymnals (general)",
NSNE1825,"A New Selection of Nearly Eight Hundred Evangelical Hymns, from More than  200 Authors in England, Scotland, Ireland, & America, including a great number of originals, alphabetically arranged","John Dobell; A. Tower, J. Grigg, and T. Desilver","A. Tower, J. Grigg, and T. Desilver",Philadelphia,1825,,
NSPH1832,"A New Selection of Psalms and Hymns from the Most Approved Authors, Adapted to Public and Private Worship. 2nd ed.","E. E. Baily; W. B. Maxson; H. Clark",,"Homer Village",1832,"Seventh-Day Baptist General Conference",
NSPH1839,"A New Selection of Psalms, Hymns and Spiritual Songs: from the best authors; designed for the use of conference meetings, private circles, and congregations (21st ed. with an appendix)","H. Miller; Ely and Strong","Ely and Strong",Cincinnati,1839,Baptist,
NSPH1833,"A New selection of Psalms, hymns, and spiritual songs, from the best authors: designed for the use of conference meetings, private circles, and congregations","Miller, H","For sale at the different book stores [etc.]",Cincinnati,1833,,"No Hymns"
NSSH1810,"A New Selection of Seven Hundred Evangelical Hymns ... intended as a        Supplement to Dr. Watts's Psalms and Tunes","John Dobell; Peter A. Johnson","Peter A. Johnson",Morristown,1810,,
NSTB1867,"A New Service and Tune Book for Sunday Schools. New ed.","Alfred Bailey Goodrich; General Protestant Episcopal Sunday School Union and Church ","General Protestant Episcopal Sunday School Union and Church Book Society","New York, N.Y.",1867,"(Protestant) Episcopal Church",
NVPD1760,"A New Version of the Psalms of David: fitted to the Tunes used in Churches","N. Brady; N. Tate; D. & J. Kneeland for J. Edwards","D. & J. Kneeland for J. Edwards","Boston, Mass.",1760,,
NVPD1754,"A New Version of the Psalms of David: Fitted to the Tunes Used in Churches","N. Brady; N. Tate; J. Draper for J. Edwards","J. Draper for J. Edwards","Boston, Mass.",1754,,
NVPD1752,"A New Version of the Psalms of David: Fitted to the Tunes Used in the Churches, With Several Hymns Out of the Old, and New, Testament","John Barnard; J. Draper, for T. Leverett","J. Draper (Printer) for T. Leverett",Boston,1752,"Church of Christ",
PSHT1859,"A Pastor's Selection of Hymns and Tunes: for Worship in the Church and Family","N. C. Burt; J. B. Lippincott & Co.","J. B. Lippincott & Co.",Philadelphia,1859,"Presbyterian hymnals (general)","Has Music"
PHBD1793,"A Pocket hymn-book, designed as a constant companion for the pious: collected from various authors",,"Printed by Parry Hall",Philadelphia,1793,"Methodist Episcopal Church",
PHBD1790,"A Pocket hymn-book, designed as a constant companion for the pious: collected from various authors",,"Printed by Prichard and Hall",Philadelphia,1790,"Methodist Episcopal Church","No Hymns"
PHBD1800,"A Pocket hymn-book, designed as a constant companion for the pious: collected from various authors",,"Printed by Henry Tuckniss",Philadelphia,1800,"Methodist Episcopal Church","No Hymns"
PHBD1788,"A Pocket hymn book, designed as a constant companion for the pious: collected from various authors",,"Printed by Prichard and Hall",Philadelphia,1788,"Methodist Episcopal Church","No Hymns"
PHBD1791,"A Pocket Hymn Book: designed as a constant companion for the pious, collected from various authors (9th ed.)",,"Rice and Co.",Baltimore,1791,"Methodist hymnals (general)",
PHBD1798,"A Pocket Hymn-Book: designed as a constant companion for the pious: collected from various authors. (21st ed.)","Henry Tuckniss","Henry Tuckniss",Philadelphia,1797,"Methodist Episcopal Church",
PHBD1806,"A Pocket Hymn Book, Designed as a Constant Companion for the Pious,  Collected from Various Authors. 28th ed.","Mathew R. Lockerman","Mathew R. Lockerman","Wilmington, Del.",1806,"Methodist hymnals (general)",
PMRH1878,"A Prayer Meeting and Revival Hymn Book . 27th ed.","John Winebrenner; George Ross","George Ross","Harrisburg, Penn.",1878,,
PMRH1830,"A Prayer Meeting and Revival Hymn Book. 5th ed.","John Winebrenner; Jacob Baab","Jacob Baab","Harrisburg, Penn.",1830,"Churches of God in North America",
SRAH1852,"A Sacred Repository of Anthems and Hymns","H. C. Blinn; Canterbury Shakers","Canterbury Shakers","Canterbury, N.H.",1852,Shakers,
SSB1939,"A School Service Book","W. H. Crawford; Oxford Univ. Press","Oxford Univ. Press","New York, N.Y.",1939,,
SCSD1816,"A Select Collection of Songs Designed for the Use of the Pious of Every    Denomination","A. & J. Shirley","A. & J. Shirley","Portland, Me.?",1816,,
SVSU1853,"A Select Verse System for the Use of Individuals, Families, and Schools","Elisha Yale; E. H. Pease & Co.","E. H. Pease & Co.",Albany,1853,,"Has Music"
SASH1834,"A Selection of Anti-Slavery Hymns","William Lloyd Garrison; Garrison & Knapp","Garrison & Knapp","Boston, Mass.",1834,,
SFCH1829,"A Selection of Favorite Conference Hymns with Historical Sketches of Church History: through every century of the Christian Era","J. A. Burke; A.N. Sherman","Printed by A.N. Sherman",Albany,1829,,
SoH1912,"A Selection of Hymns","Litchfield County Choral Union; Century Co.","Century Co.","New York, N.Y.",1912,,
SoH1833,"A Selection of Hymns","Dow Pierpont","Dow Pierpont","Sanborntown, N.H.",1833,,
SoH21820,"A Selection of Hymns for the use of social religious meetings, and for private devotions 2d ed.","J. P. K. Henshaw; Erastus Worthington","Erastus Worthington",Brooklyn,1828,,
SoH31822,"A Selection of Hymns....3d ed","J. P. K. Henshaw; S. Potter & Co.","S. Potter & Co.","Philadelphia, Penn.",1822,,
SHAD1831,"A Selection of Hymns, adapted to the devotions of the closet, the family, and the social circle; and containing subjects appropriate to the monthly concerns of prayer for the success...","Archibald Alexander; Jonathan Leavitt; Crocker & Brewster","Jonathan Leavitt / Crocker & Brewster","New York",1831,,
SHPU1833,"A Selection of Hymns and Poems, for the Use of Believers, Collected from Sundry Authors","Richard McNemar",,"Watervliet, Oh.",1833,Shakers,
SHPS1826,"A Selection of Hymns and Psalms: for social and private worship (3rd ed. corr.)","J. P. Dabney; Hilliard & Metcalf","Hilliard & Metcalf","Cambridge, Mass.",1826,,
SHPS1830,"A Selection of Hymns and Psalms, for Social and Private Worship. (11th ed.)","J. P.  Dabney; Munroe & Francis","Munroe & Francis",Boston,1832,,
SHPS1821,"A Selection of Hymns and Psalms for Social and Private Worship (2nd ed. Enl. and Imp.)","Jonathan Peele Dabney; Hilliard and Metcalf","Hilliard and Metcalf (Printer)","Cambridge, Mass.",1824,,
SHPS1827,"A Selection of Hymns and Psalms for Social and Private Worship (6th ed.)","J. P. Dabney; Thomas Wells","Thomas Wells",Boston,1827,,
SHSS1826,"A Selection of Hymns and Spiritual Songs","John Purify; Bell & Lawrence","Bell & Lawrence","Raleigh, N.C.",1826,"Baptist hymnals (general)",
SHSS1809,"A Selection of Hymns and Spiritual Songs: designed (especially the former part) for the use of congregations as an appendix to Dr. Watt's Psalms and Hymn","William Parkinson; D. & G. Bruce for John Tiebout","D. & G. Bruce (printer) for John Tiebout","New York",1809,"Baptist hymnals (general)",
SHSS1835,"A Selection of Hymns and Spiritual Songs, Designed for the Use of the Pious","Abbott Goddard; Morgan & Sanxay","Morgan & Sanxay","Cincinnati, Oh.",1835,,
SHSS1811,"A Selection of Hymns and Spiritual Songs from the Best Authors","Stark Dupuy; William Gerard","William Gerard","Frankfort, Ky.",1811,,
SHSS1817,"A Selection of Hymns and Spiritual Songs: in two parts, part I. containing the hymns; part II. containing the songs...(3rd ed. corr. and enl. by author)","William Parkinson, A. M.; John Tiebout","John Tiebout","New York",1817,Baptist,
SHDS1861,"A Selection of Hymns: designed as a supplement to the ""psalms and hymns"" of the Presbyterian church","Henry Augustus Boardman; William S. & Alfred Martien","William S. & Alfred Martien",Philadelphia,1861,"Presbyterian hymnals (general)",
SHUC1862,"A Selection of Hymns for the Use of Church of England Sunday Schools, Bible Classes ... New ed.","John Lovell","John Lovell","Montreal, Que.",1862,"Church of England in Canada",
SHUS1833,"A Selection of Hymns for the Use of Social Religious Meetings and for Private Devotions. 7th ed.","J. P. K. Henshaw, D. D.; Armstrong & Berry","Armstrong & Berry",Baltimore,1832,,
SHW1825,"A Selection of hymns for worship","Methodist Society","Printed for and sold by W. M. Stilwell","New York",1825,"Methodist Church",
SHBA1817,"A Selection of Hymns, from the Best Authors","Paul Himes; Jonathan Wilson; Clark and Hunt","Clark and Hunt","Greenfield, Mass.",1817,,
SHBA1816,"A Selection of Hymns, from the Best Authors, Designed as a Supplement to Dr. Watts' Psalms and Hymns","Archibald Maclay; T. & W. Mercein","T. & W. Mercein","New York, N.Y.",1816,,
SHBA1819,"A Selection of Hymns from the Best Authors.: including a great number of originals: intended to be an appendix to Dr. Watts's Psalms and Hymns. (Woodward's rev. and corr. ed.; Sterotype ed.)","John Rippon; William Staughton; Joseph J. Woodward; Isaac Watts","Joseph J. Woodward","Philadelphia, Penn.",1826,,
SHBA1804,"A Selection of Hymns from the Best Authors, intended to be an Appendix to  Dr. Watts' Psalms & Hymns. 2nd Baltimore ed.","John Rippon; Samuel Butler","Samuel Butler","Baltimore, Md.",1804,"Baptist hymnals (general)",
SHVA1831,"A Selection of Hymns, from Various Authors: adapted to Public Worship and Social Prayer Meetings","John Courtney; T. W. White","T. W. White","Richmond,Va.",1831,"Baptist hymnals (general)",
SHVA1811,"A Selection of Hymns from Various Authors, Designed as a Supplement to the Methodist Pocket Hymn Book. 3rd ed.","Daniel Hitt","Daniel Hitt","New York, N.Y.",1811,"Methodist hymnals (general)",
SHVA1816,"A Selection of Hymns, from Various Authors, Supplementary for the Use of Christians. 1st ed.","John Leibert, Jr.; G. & D. Billmeyer","John Leibert, Jun'r / G. & .D. Billmeyer (printer)","Germantown, Penn.",1816,"Church of the Brethren",
SHVA1825,"A Selection of Hymns from Various Authors, Supplementary for the Use of  Christians. 2nd ed.","John Leibert","John Leibert","Germantown, Penn.",1825,"Church of the Brethren, Dunkers",
SHIF1831,"A Selection of Hymns: including a few originals, designed to aid the friends of  Zion in their private and social worship","Enoch W. Freeman","L. & P. T. Russell","Exeter, N.H.",1829,"Baptist General Convention for Foreign Missions (U.S.)",
SHPO1864,"A Selection of Hymns: printed only for the use of the sabbath school of the Tenth Presbyterian Church, of Philadelphia","J. B. Chandler","J. B. Chandler (Printer)",Philadelphia,1864,"Presbyterian Church in the USA. Northern Presbyter",
SHPF1808,"A Selection of hymns & Psalms from the most approved authors: principally from Watts & Rippon, together with originals","Dodge, Daniel","Mathew R. Lockerman",Wilmington,1808,,
SHSM1808,"A Selection of Hymns ... Supplement to the Methodist Pocket Hymn Book. 1st ed","John Wilson & Daniel Hitt","John Wilson & Daniel Hitt","New York, N.Y.",1808,"Methodist hymnals (general)",
SNSH1914,"A Selection of New Social Hymns","Missionary Education Movement; A. S. Barnes & Co.","A. S. Barnes & Co.","New York, N.Y.",1914,,
SoPH1852,"A Selection of Psalms and Hymns","General Protestant Episcopal Sunday School Union","General Protestant Episcopal Sunday School Union","New York, N.Y.",1852,"(Protestant) Episcopal Church",
SPHD1801,"A selection of Psalms and hymns, done under appointment of the Philadelphian Association","Jones, Samuel, 1735-1814, comp","Printed by Stephen C. Ustick",Burlington,1801,,
SPH41819,"A Selection of Psalms and Hymns: done under the appointment of the Philadelphian Association (4th ed.)","Samuel Jones, D. D.; Burgiss Allison, A. M.; Theophilus Harris","Theophilus Harris (Joseph Rakestraw, printer)",Philadelphia,1819,Baptist,
SPHE1808,"A Selection of Psalms and Hymns, Embracing all the Varieties of Subjects","William Emerson, A. M. ; Munroe, Francis & Parker","Munroe, Francis & Parker",Boston,1808,"Unitarian churches",
SPHD1859,"A Selection of Psalms and Hymns for ... Diocese of Nova Scotia. 3rd ed.","William Gossip","William Gossip","Halifax, Nova Scotia",1859,"Church of England in Canada",
SPHE1835,"A Selection of Psalms and Hymns: for every Sunday and principle festival throughout the year for the use of congregations in the Diocess of Quebec","Lord Bishop; W. Warren; Robert Stanton","Robert Stanton","Toronto, Ont.",1835,"United Church of England and Ireland: Diocese of Quebec","Has Music"
SPHE1834,"A Selection of Psalms and Hymns for Every Sunday ... Diocese of Quebec","R. Stanton","R. Stanton",Toronto,1834,"Church of England in Canada",
SPHS1850,"A Selection of Psalms and Hymns, for the use of Sunday Schools","General Protestant Episcopal Sunday School Union","General Protestant Episcopal Sunday School Union","New York, N.Y.",1850,"Protestant Episcopal Church",
SPHU1859,"A Selection of Psalms and Hymns for the Use of the Diocese of Nova Scotia. 3rd ed.","William Gossip","William Gossip","Halifax, Nova Scotia",1859,"Canadian hymnals (general)",
SPHP1790,"A Selection of Psalms and Hymns: done under the appointment of  the Philadelphian Association","Samuel Jones, D. D.; Burgis Allison, A. M.; R. Aitken & son","R. Aitken & Son",Philadelphia,1790,Baptist,
SPHA1842,"A Selection of Psalms, Hymns and Anthems, for every Sunday and principal festival throughout the year. for the use of congregations in the dioceses Quebec and Toronto.","H.& W. Rowsell","H. & W. Rowsell",Toronto,1842,"Church of England in Canada",
SPHS1847,"A Selection of Psalms, Hymns and  Spiritual Songs, from the Most Approved Authors ... of the Church of Christ","A Committee of the Mennonites; H. J. Wartmann & Bros.","H. J. Wartmann & Bros.","Harrisonburg, Va.",1847,"Mennonite hymnals (general)",
SoP1792,"A Selection of Psalms with occasional hymns","R. Smith; H. Purcell; W. P. Young","W. P. Young","Charleston, S.C.",1792,,
SSPC1818,"A Selection of Sacred Poetry: consisting of psalms and hymns from Watts, Doddridge, Merrick, Scott, Cowper, Barbauld, Steele, and others (2nd ed.)","Ralph Eddowes; James Taylor; Thomas Dobson & Son","Thomas Dobson & Son",Philadelphia,1818,,
SSPC1812,"A Selection of Sacred Poetry: consisting of psalms and hymns, from Watts, Doddridge, Merrick, Scott, Cowper, Barbauld, Steele ...compiled for  the use of the Unitarian Church in Philadelphia","Thomas Dobson","Thomas Dobson",Philadelphia,1812,"Society of Unitarian Christians, of Philadelphia",
SSS21850,"A Selection of Sacred Songs. 2nd ed.","Elias Nason; Moses H. Sargent","Moses H. Sargent","Newbury Port, Mass.",1850,,
